ID_REF,GSM77298,GSM77299,GSM77300,GSM77301,GSM77302,GSM77303,GSM77304,GSM77305,GSM77306,GSM77307,GSM77308,GSM77309,GSM77310,GSM77311,GSM77312,GSM77313,GSM77314,GSM77315,GSM77316,GSM77317,GSM77318,GSM77319,GSM77320,GSM77321,GSM77322,GSM77323,GSM77324,GSM77325,GSM77326,GSM77327,GSM77328,GSM77329,GSM77330,GSM77331,GSM77332,GSM77333,mean,std
YLR331C,0.055618618,0.073988438,0.120317824,0.055118114,0.030303033,0.026143791,0.013001083,0.09195403,0.088377729,0.062780268,0.079908676,0.06395939,0.157290474,0.079545453,0.065462753,0.059360731,0.109253071,0.031632651,0.013144589,0.056155507,0.108571425,0.036045313,0.096566521,0.067527309,0.145299137,0.114792898,0.081447966,0.063894525,0.078512393,0.033613447,0.108671792,0.090234853,0.053846158,0.068897635,0.061678458,0.034232363,0.071587456,0.033760167
YLR332W,1.994324565,1.805780292,1.173666358,1.147356629,0.940516353,0.930283248,0.83856988,1.067920566,3.21670723,1.644618869,2.239726067,2.690355301,2.165327311,1.929545522,1.509029269,0.821917832,1.030100346,0.888775468,0.864509583,2.977321863,2.731428623,2.197734118,2.706008434,2.676266193,2.572649479,1.478106499,1.255656123,1.015213013,1.010330558,0.857142866,0.97694844,3.526575804,2.535164833,2.319881916,2.673407316,2.965767384,1.81596206,0.816943903
YLR333C,6.207718849,5.685548782,7.723042488,8.091114044,8.329966545,7.448801517,6.802816868,8.758621216,11.02421284,8.02130127,7.337899685,7.411167145,5.122847557,5.736363888,6.98419857,5.460045815,10.25083637,7.114285469,6.03336668,8.867170334,6.296000004,6.90525198,7.762875557,5.192651749,5.852258682,5.423668385,7.071266651,8.424949646,7.313016415,7.883403778,7.673984528,10.81582165,6.581319332,8.344488144,8.014155388,7.818464279,7.382913947,1.430539463
YLR333C,22.51645851,11.07745647,19.84449577,17.49943733,17.20314407,18.38671112,19.45720482,23.99895477,50.00363159,33.29484177,36.15296936,24.93908501,15.49827862,12.37727261,14.69864559,17.03881264,23.16387939,16.66530609,19.61880684,32.13822937,36.33371353,24.51184464,24.52575111,20.65739822,25.64957237,14.42366982,18.35859871,15.59837818,17.62809944,18.91281509,22.45773888,40.59085083,28.93186951,20.94881821,21.2800808,21.81431389,22.72769819,8.186717717
YLR334C,0.005675369,0.004624277,0.049943246,0.013498314,0.004489338,0.030501088,0.006500542,0.008359457,0.012106538,0.005605381,0.050228313,0.007106599,0.006888635,0.013636365,0.050790068,0.011415525,0.025641026,0.006122449,0.005055611,0.024838012,0.004571429,0.004119465,0.00751073,0.004965243,0.007326008,0.033136096,0.005656109,0.034482762,0.003099174,0.005252101,0.005488474,0.004944376,0.007692308,0.00984252,0.008088979,0.003112033,0.013675388,0.01385128
YLR335W,2.220204353,1.906358242,2.366628885,1.8436445,1.734006763,1.860566497,1.684723616,2.013584137,3.176755428,1.928251266,2.340182781,2.655837536,2.165327311,1.9284091,1.809255123,1.739725947,2.066889524,1.733673334,1.847320437,2.687904835,2.93599987,2.417095661,2.82618022,2.370407104,2.623931646,2.113609552,1.9864254,1.758620739,1.586776853,1.801470637,1.962678432,2.978986263,2.278022051,2.288385868,2.733063459,2.856846333,2.200770825,0.425947658
YLR336C,0.657207727,0.635838151,0.656072617,0.905511856,1.127946138,1.001089334,1.069339037,1.022988558,2.917675495,0.491031408,0.603881299,1.389847636,0.475315779,0.474999994,0.738148987,0.643835664,1.512820482,1.360204101,0.977755249,2.53887701,0.89028573,0.745623052,0.916308999,1.083416104,0.601953626,0.604733706,0.835972905,0.980730236,1.216942191,1.491596699,1.032930851,4.370828152,0.647252798,0.806102395,0.938321531,0.895228207,1.090517047,0.747569664
YLR337C,3.346197367,3.784970999,3.570942163,3.767154217,3.144781351,3.406318188,2.66847229,2.531870604,1.211864471,1.84977591,2.005707741,1.730964422,3.834672928,3.438636541,3.729119539,3.828767061,3.464882851,2.948979616,2.792719841,2.397408247,3.593142748,2.177136898,2.498926878,3.026812315,3.726495981,4.142012119,3.295248747,2.196754694,2.200413227,2.295168161,2.762897968,1.672435045,3.476922989,1.912401557,2.016177893,2.381742716,2.85635823,0.760757073
YLR338W,0.026106697,0.028901733,0.191827461,0.156355456,0.017957352,0.039215684,0.03033586,0.064785786,0.111380145,0.028026907,0.025114156,0.023350254,0.095292777,0.069318183,0.040632054,0.1369863,0.035674471,0.013265305,0.027300302,0.042116631,0.042285714,0.017507724,0.011802576,0.021847071,0.035409037,0.123076923,0.059954755,0.032454364,0.026859503,0.076680675,0.017563118,0.063040785,0.020879121,0.007874016,0.011122346,0.018672198,0.049749262,0.043745347
YLR339C,0.315550506,0.089017339,0.167990923,0.084364459,0.191919208,0.15795207,0.276273012,0.355276912,0.417675555,0.28139016,0.239726037,0.261928916,0.312284768,0.186363637,0.177200899,0.344748884,0.372352302,0.220408157,0.237613738,0.369330466,0.410285741,0.249227598,0.206008598,0.18768619,0.352869362,0.039053254,0.106334843,0.114604473,0.263429761,0.286764711,0.291986853,0.281829387,0.140659347,0.313976377,0.262891799,0.118257247,0.241256486,0.0958116
YLR295C,29.91146469,26.66589737,32.16685486,22.47244263,15.67227936,10.69390011,14.95232868,12.48484898,13.65375423,20.60201836,32.72602844,24.74111557,29.53157425,25.42159271,24.12415123,16.34132385,15.13377953,13.82551003,12.21233559,14.14686775,22.53257179,21.32440758,25.23283195,20.12214661,29.2832737,29.08639145,23.84615517,17.1217041,13.15082645,15.90861416,16.15148354,14.25834274,26.07692337,21.38287354,26.29423523,26.56638908,20.99497885,6.327350643
YLR296W,0.264472187,0.116763011,0.17026107,0.15185602,0.14927049,0.077342048,0.162513539,0.101358414,0.177966103,0.205156952,0.389269382,0.389847726,0.258323789,0.209090918,0.162528217,0.015981736,0.139353395,0.075510204,0.106167838,0.070194386,0.355428576,0.237899065,0.296137333,0.353525311,0.269841284,0.170414194,0.245475128,0.116632864,0.1053719,0.12079832,0.143798038,0.145859078,0.253846169,0.192913383,0.296258837,0.380705386,0.196614786,0.096889357
YLR297W,1.585698009,3.213872671,3.719636917,3.665916681,4.057239056,4.177559853,4.202600002,2.95715785,1.439467311,1.572870016,1.890411019,1.082233429,1.863375545,3.438636541,2.793453693,2.48744297,4.86176157,3.648979664,3.662285089,2.068034649,1.973714232,1.455200791,1.075107217,1.021847129,2.438339472,3.211834192,3.424208403,3.420892477,3.751033068,4.290966511,4.806805611,1.885043144,2.495604515,1.771653533,1.183013082,1.241701126,2.717655473,1.144129365
YLR298C,0.700340509,0.897109807,1.055618644,0.942632198,0.940516353,1,0.97941494,0.996865213,1.415254235,0.470852047,0.952054858,0.91065985,0.673938036,1.139772773,1.227990985,0.929223776,1.358974338,1.100000024,0.864509583,1.26781857,0.903999984,0.662203908,0.692060113,0.827209592,0.946275949,1.268639088,1.176470637,1.105476737,1.306818128,1.268907666,1.217343688,1.224969029,0.718681335,0.704724371,0.869565189,0.836099505,0.987583102,0.224815966
YLR299W,4.196367741,4.334104061,3.583428144,3.841394901,3.924803972,3.290849686,3.18418169,3.485893488,1.651331663,3.859865427,2.917808294,2.525888205,4.905855656,4.007954597,3.353273153,3.551369905,3.703456163,2.943877459,2.778563976,3.632829189,6.976000309,3.336766243,3.133047104,3.206554174,4.980463982,4.682840347,3.57692337,2.668357134,2.988636255,2.759454012,3.548847437,3.70086503,7.218681812,2.77657485,2.643073559,3.178422928,3.640239053,1.074493952
YLR300W,4.947786808,9.030056953,14.13961411,9.087739944,9.347924232,6.636165619,5.339111328,6.605015755,12.39346313,8.381166458,12.69748974,10.60406113,5.012629509,11.75568199,9.737020493,8.164383888,8.79821682,5.23163271,5.162790298,12.03347778,7.195428371,9.894953728,12.13948536,9.315789223,5.352869511,12.45443821,10.20814514,6.883367538,5.984503746,5.296218872,6.276618958,15.84301472,6.230769157,10.10137844,11.57836151,10.90248871,8.910090552,2.88596803
YLR301W,3.312145233,2.530635595,2.947786808,3.011248827,2.66554451,2.198257208,2.811484098,3.402298927,2.578692436,1.902466416,2.811643839,3.6294415,2.865671873,3.305681944,3.177200794,2.675799131,3.916387796,2.854081631,2.619817972,3.754859686,2.305142879,2.250257492,3.316523552,2.950347662,4.195360184,2.533727884,2.849547625,2.702839851,2.864669323,2.931722879,3.110867262,4.20148325,1.815384626,2.649606466,3.325581074,3.569501877,2.959547503,0.557548056
YLR302C,0.018161181,0.026589595,0.056753688,0.021372329,0.05387206,0.033769064,0.023835318,0.051201675,0.133171916,0.039237671,0.015981736,0.013197969,0.02640643,0.070454545,0.018058691,0.022831051,0.110367887,0.006122449,0.07886754,0.016198704,0.023999998,0.019567456,0.011802576,0.013902681,0.04884005,0.075739644,0.020361992,0.017241381,0.021694213,0.021008404,0.068057083,0.014833127,0.083516486,0.015748031,0.013144589,0.009336099,0.036534592,0.02989814
YLR303W,43.29738998,25.93988419,41.94778824,43.53430939,36.99775696,33.83224487,36.01300049,31.30094147,37.91162491,40.99888229,40.19292068,41.7350235,44.92996597,24.32159233,38.29684067,26.66095924,35.81716919,26.95918274,28.85237503,40.49892044,63.46628189,37.38516998,45.5729599,35.91062546,48.06593704,22.62958527,36.46154022,28.10142136,31.34193993,32.3592453,35.39187622,43.68849945,44.58461761,34.723423,39.03336334,39.13174057,37.16352775,7.799866067
YLR304C,40.52213287,39.93179321,34.62996674,26.75140572,24.3254776,23.30827904,22.20476532,16.35527611,6.865617275,27.68946266,27.48287773,26.52081299,36.75430679,36.49090958,25.96388054,25.46118736,26.94537354,17.0908165,20.27098083,12.19762421,30.42514229,33.77548981,32.1738205,28.75372505,45.76678848,40.39289856,29.88801003,19.10243416,19.97210693,19.27205849,19.22612572,7.27317667,30.56373787,27.19389725,29.23356819,28.65559959,26.65087573,8.799550881
YLR305C,2.990919352,2.724855423,2.334846735,2.795275688,3.187429905,2.968409538,2.783315182,2.755486012,3.228813887,2.014574051,2.269406557,2.672081232,2.841561556,2.639772892,2.545146704,2.925798893,2.799331188,2.715306044,2.748230219,2.77861762,3.020571232,3.102986336,3.017167568,2.682224512,3.026861906,2.528994083,2.781674147,2.987829924,2.777892351,2.660714388,2.801317215,3.307787418,2.459340811,3.010826588,2.917087793,2.952281952,2.798742692,0.263177928
YLR306W,0.60839951,0.893641651,0.679909229,0.782902122,0.912458003,0.751634002,0.648970723,0.67398119,0.313559324,0.395739913,0.430365324,0.525888324,0.619977057,0.902272761,0.858916461,0.785388172,0.452619821,0.673469365,0.546006024,0.406047493,0.307428569,0.554067969,0.581545055,0.601787508,0.587301552,0.736094713,0.666289628,0.810344875,0.621900797,0.597689092,0.639956117,0.433868945,0.230769232,0.549212575,0.622851312,0.62551862,0.611910362,0.166126284
YLR307W,1.015891075,0.709826589,0.987514198,0.967379093,1.043771148,0.997821331,1.136511326,0.972831786,0.191283301,0.454035908,0.490867585,0.708629429,0.686567187,1.001136422,1.169300199,1.109588981,0.934225261,1.306122422,0.951466084,0.849891961,0.992000043,1.081359386,0.90987128,0.870903671,1.257631302,1.132544398,1.412895918,1.372211099,1.460743666,1.167016864,1.331503868,0.760197759,0.654945076,1.233267784,0.939332604,0.988589168,0.979157644,0.27175791
YLR308W,0.018161181,0.016184971,0.032917142,0.078740157,0.138047144,0.100217864,0.254604548,0.033437829,0.027845036,0.02130045,0.012557078,0.056852791,0.017221585,0.118181817,0.137697518,0.029680366,0.321070224,0.139795914,0.144590497,0.019438444,0.081142858,0.085478887,0.054721028,0.015888778,0.024420025,0.034319527,0.106334843,0.23935093,0.283057839,0.237394974,0.233808994,0.039555006,0.016483517,0.062992126,0.0182002,0.074688792,0.092399469,0.086372176
YLR309C,2.799092054,2.707514286,2.030647039,2.330708742,2.511784554,1.842048049,1.302275062,1.721003175,2.398305178,1.920403719,1.973744273,3.410152197,2.63834691,3.234091043,1.64785552,0.746575356,1.43589747,1.598979473,2.122345686,2.319654465,3.386285543,3.083419085,3.139485121,2.677259207,1.993895054,2.305325508,2.038461447,2.34077096,2.318181753,1.756302595,2.22612524,2.362175465,2.186813354,2.254921198,2.992922068,2.893153191,2.295747807,0.592032117
YLR310C,0.964812696,0.954913259,0.661747992,1.040494919,0.99214375,0.587145984,0.403033584,0.794148386,0.765133202,0.599775791,0.802511454,0.700507581,0.776119411,1.035227299,0.670428872,0.356164396,0.700111449,0.43877551,0.976744115,0.983801246,0.461714298,0.73841393,0.785407662,0.644488633,0.559218585,0.904142022,0.761312246,1.343813419,0.848140478,0.412815124,0.737650931,0.533992589,0.34065935,0.490157485,0.815975666,0.759335995,0.73169387,0.221787097
YLR311C,1.220204353,2.546820879,1.316685557,2.213723421,2.059483767,1.745097995,1.373781085,1.847440004,0.480629563,0.756726503,0.646118701,0.817258894,1.318025351,2.494318247,1.471783161,1.3595891,1.390189528,1.222448945,2.096056461,0.852051854,1.005714297,0.787847579,0.857296169,0.790466726,0.710622728,2.151479244,1.808823466,2.710953236,1.996900797,1.20588243,1.594950676,0.191594556,1.030769348,0.726377964,0.791708767,0.965767562,1.348766359,0.624371408
YLR312C,6.491487503,10.24624252,7.511918068,8.645668983,8.375982285,7.60566473,7.594799042,7.028213024,1.486682892,1.800448537,1.742009282,2.220304489,5.569460869,10.47386456,7.010157585,8.010273933,6.614269733,5.733673573,6.768453121,3.244060278,2.007999897,1.826982379,1.417382002,2.474677324,3.877900124,11.56094742,8.234163284,7.670385838,7.524793625,8.12815094,6.010976791,1.674907207,2.694505453,1.827755928,2.019211292,2.84439826,5.443577021,2.991848308
YLR313C,0.648127139,0.582658947,0.740068078,0.373453349,0.718294084,0.698257089,0.729144096,0.61024034,0.285714298,1.430493355,0.995433748,0.854822278,0.603903592,0.605681837,0.415349871,0.624429226,0.569676697,0.517346919,0.604651153,0.533477306,0.881142855,1.474768162,1.272532225,1.059582949,0.666666687,0.681656778,0.657239795,0.42190671,0.530991733,0.609243691,0.702524722,0.281829387,1.278022051,1.217519641,0.96258837,0.725103736,0.737903969,0.29555667
YLR314C,2.457434654,2.38959527,2.039727449,1.480315089,0.854096532,0.957516372,0.985915422,0.360501587,1.55084753,1.336322904,2.490867615,2.537055731,2.275545359,2.587500095,1.24830699,1.244292259,0.87179482,0.724489808,1.20728004,1.336933017,1.886857152,2.432543755,2.421673775,2.413108349,1.108669162,2.217751503,1.298642635,1.474645019,0.987603247,1.051470637,0.278814495,1.658837914,1.891208887,2.811023712,2.624873638,2.684647083,1.67163082,0.712083051
YLR315W,0.750283778,0.547976911,0.77298522,0.587176621,0.66329968,0.605664492,0.804983735,0.615465045,0.267554492,0.769058347,0.722602725,0.46294415,1.113662481,0.597727299,0.537246048,0.565068483,0.53511703,0.535714269,0.573306322,0.399568021,0.598857164,0.668383121,0.650214553,0.597815335,0.518925548,0.708875775,0.712669671,0.435091317,0.460743785,0.44747898,0.455543369,0.260815799,0.608791232,0.583661437,0.391304344,0.556016564,0.585627587,0.155930758
YLR316C,1.404086232,1.365317822,1.769580007,1.519685149,1.904601574,1.624183059,1.969664097,2.297805548,3.698547363,1.419282556,1.625570774,1.25076139,1.561423779,1.389772773,1.712189555,1.503424644,1.059085846,1.251020312,1.663296223,3.908207178,1.689142823,1.648815632,1.712446451,1.890764594,0.976800978,1.313609481,1.668552041,1.0851928,1.397727251,1.59663868,1.875960469,5.794807911,1.583516598,1.430118084,1.441860437,1.579875469,1.793981544,0.889438594
YLR274W,0.936435878,1.253179193,1.657207727,1.600674987,1.722783446,1.318082809,1.499458194,1.889237285,3.651331902,2.424888134,1.400684953,1.249746203,0.904707313,1.531818271,1.790067792,1.778538942,1.317725778,1.345918298,1.505560994,2.221382141,3.665143013,1.767250299,1.421673775,1.351539254,1.284493327,1.660355091,2.073529482,1.523326635,1.407024741,1.241596699,1.709110856,2.683559895,3.104395628,1.65157485,1.353892684,0.99999994,1.719386011,0.648566777
YLR275W,0.678774118,0.723699391,0.903518736,0.636670411,0.602693617,0.741830051,0.934994578,0.936259151,1.083535194,0.404708534,0.369863033,0.60609138,0.442020684,0.729545414,0.625282168,0.420091331,0.487179488,0.712244928,0.908998966,0.888768911,0.644571424,0.540679693,0.483905554,0.581926525,0.703296721,0.546745598,0.730769217,0.676470578,0.68491739,0.676470637,0.804610372,0.852904797,0.268131882,0.511811018,0.639029324,0.513485432,0.658236007,0.178244207
YLR276C,0.846765041,0.732948005,1.279228091,1.370078802,1.455667853,1.333333373,1.671722651,2.086729288,11.49636841,1.553811789,1.058219194,2.27614212,1.051664829,0.925000072,1.490970731,0.742009163,1.838350058,1.444898009,2.096056461,7.185745239,3.314285755,1.421215177,1.96888411,2.282025814,1.114774227,0.86272192,1.417420864,1.42190671,1.434917212,1.793067217,2.456641197,11.34734154,1.374725342,1.462598443,2.56622839,2.242738485,2.289366711,2.46117019
YLR277C,1.733257651,1.776878595,2.048808098,2.274465799,2.296296358,2.05991292,1.783315301,2.433646917,2.585956573,1.875560641,1.961187243,2.26091361,2.293915272,1.832954645,1.611738205,0.861872137,1.882943034,1.622448921,2.623862267,2.657667398,2.666285753,2.652935028,2.539699554,2.200595856,1.621489644,1.944378734,2.593891382,1.735294223,1.523760319,1.986344695,2.878156185,3.023485661,1.480219841,1.734251976,2.353892803,2.402489662,2.105965914,0.457413525
YLR278C,1.644721866,1.964161754,2.013620853,2.424072027,2.099887848,2.165577412,2.180931568,2.667711735,3.11501193,1.507847667,1.650685072,1.631471992,1.733639598,2.0090909,1.331828475,1.45091331,2.079152822,1.718367219,2.646107197,3.683585405,1.371428609,1.701338768,1.565450549,1.4637537,1.449328423,2.424852133,2.75339365,1.716024399,1.985537171,1.314075708,2.529088974,2.682323694,1.403296709,1.141732335,1.563195109,1.677385807,1.957238677,0.561592034
YLR279W,0.55618614,0.499421954,0.455164582,0.527559102,0.391694754,0.447712392,0.457204759,0.416927934,0.641646504,0.49439463,0.449771702,0.349238575,0.43857637,0.3840909,0.372460485,0.464611888,0.467112631,0.258163244,0.466127366,0.425485969,0.411428571,0.333676636,0.498927027,0.204568028,0.402930409,0.662721872,0.625565588,0.451318473,0.390495867,0.296218514,0.540065885,0.239802212,0.317582428,0.265748024,0.238624871,0.259336084,0.419515621,0.112583819
YLR280C,11.55391598,11.14913273,7.952326775,10.0764904,14.41077518,8.022875786,6.826651573,5.818181992,2.311137915,7.153587341,5.462328911,7.865989685,8.187141418,8.952272415,6.186229706,6.856164455,7.421404839,6.12142849,5.651162624,3.158747196,4.425142765,5.201853752,6.778969765,5.787487507,6.623931885,14.05562115,13.62443542,8.570994377,10.7603302,10.86029434,9.597146034,3.526575804,7.16373682,6.785433292,6.733063698,6.731327534,7.732341382,2.841585424
YLR280C,1.425652623,1.209248543,0.880817235,1.183352113,1.524130344,0.561002195,0.80931735,0.801462889,0.306295395,0.839686155,0.773972631,0.780710638,0.916188359,0.948863685,0.902934551,1.092465758,1.017837286,0.797959149,0.70273,0.512958944,0.518857181,0.668383121,0.603004277,0.628599823,0.786324799,2.150295734,1.788461685,1.229208946,1.475206614,1.238445401,1.212952852,0.521631598,0.668131888,0.810039401,0.742163777,0.693983376,0.936757675,0.380632131
YLR281C,1.405221343,1.531791925,1.38138473,1.394825697,1.564534187,1.310457587,1.121343374,0.648902833,0.197336555,0.871076226,0.941780865,0.855837584,1.291618943,1.454545498,1.009029388,1.425799131,1.186176181,0.998979568,1.027300239,0.471922249,0.502857149,0.740473747,0.777897,0.847070575,0.997557998,1.981065035,1.885746598,1.359026432,1.436983466,1.353991628,0.917672873,0.419035852,0.712087989,0.864173234,0.748230517,0.90663898,1.070565922,0.397621703
YLR282C,0.128263339,0.117919073,0.213393867,0.178852648,0.170594841,0.149237469,0.164680377,0.121212125,0.142857149,0.113228709,0.163242012,0.1177665,0.142365098,0.168181822,0.154627532,0.17694065,0.16833891,0.116326526,0.138523757,0.064794816,0.166857138,0.105046339,0.069742486,0.071499504,0.086691089,0.075739644,0.150452495,0.144016236,0.128099173,0.131302521,0.116355658,0.108776264,0.095604397,0.108267717,0.079878666,0.098547712,0.129117341,0.03540671
YLR283W,0.88649261,0.569942176,0.653802514,0.56805402,0.75757581,0.627450943,0.501625121,0.701149404,0.225181609,0.528026938,0.913242042,0.805076182,0.717566073,0.6159091,0.668171525,0.473744303,0.545150518,0.379591823,0.64711827,0.610151172,0.503999949,0.716786802,0.670600832,0.87388283,0.366300374,0.594082832,0.648190081,0.789046705,0.744834661,0.735294163,0.30625686,0.363411605,0.453846157,0.822834611,0.743174911,0.761410773,0.624693786,0.164951953
YLR284C,9.01816082,19.66589546,13.46765041,11.17660332,11.27833939,9.603485107,8.621884346,8.042842865,1.432203412,0.841928303,0.941780865,1.150253773,9.151550293,21.64318275,13.2708807,11.96118832,8.899665833,7.844897747,7.085945129,4.537796974,0.688000023,0.866117358,0.939914167,1.571996093,9.450550079,16.62366867,14.20588303,9.144016266,10.11053753,8.933823586,7.201975822,3.215080261,0.805494547,0.863188922,0.965621769,1.404564142,7.406293558,5.65240244
YLR285W,2.707150936,1.81734097,1.460839987,1.646794081,1.404040456,1.36601305,1.440953374,2.413793087,4.117433548,2.106502295,2.018265009,2.282233477,2.513203382,1.930681825,1.306997776,1.036529779,1.177257538,1.140816331,1.722952366,3.187905073,1.185142756,2.273944378,1.901287556,2.626613855,2.908424854,1.611834288,1.518099546,1.330628872,1.522727132,1.493697524,1.387486339,4.304079056,1.052747369,1.93405509,2.01213336,1.965767503,1.939621495,0.765246926
YLR286C,2.922815084,8.425433159,45.61407471,69.77278137,60.65769196,49.42483902,40.19393158,23.50574684,19.00605392,4.121076584,4.4691782,3.299492359,3.678530455,11.42613697,52.52821732,65.38356781,56.18060303,31.69897842,28.14054489,14.71166325,10.03199959,4.346035004,4.682403564,3.753724098,3.741147757,17.12662697,55.12443542,42.64300537,41.5774765,35.37395096,28.04939842,19.80222321,6.08571434,3.934055328,3.785641909,2.899377346,24.39218258,21.21998912
YLR287C,0.124858119,0.171098262,0.246311024,0.269966245,0.407407403,0.352941185,0.39003247,0.74712646,0.909200966,0.239910319,0.373287678,0.418274105,0.227324918,0.126136377,0.341986448,0.381278574,0.439241946,0.421428561,0.482305348,1.386608958,0.26057142,0.363542736,0.346566528,0.487586886,0.203907222,0.196449712,0.28054297,0.462474644,0.458677679,0.483193278,0.437980264,1.88009882,0.181318685,0.363188982,0.347826093,0.332987517,0.431767745,0.33416862
YLR287C-A,47.09421158,33.97571945,34.76390457,45.01687241,46.3445549,43.55446625,47.71939087,35.90177917,62.0786972,50.66592026,55.97146225,40.29746246,43.76578903,34.01250076,38.55643463,50.78881454,54.47045898,30.89897919,38.16481018,44.0907135,59.91085815,39.4263649,37.40557861,39.81032562,47.31257629,32.87574005,44.22624588,35.201828,40.93284988,46.69432831,38.15148544,54.55500412,35.53406906,36.27854156,37.42365646,37.29771423,42.8102808,7.779496054
YLR288C,1.293984175,1.376878619,1.248581171,1.933633208,1.758698106,2.035947561,2.400866747,2.387669802,1.269975781,1.104260087,1.541095972,1.052791834,1.482204556,1.45568192,1.627539396,2.264840126,2.879598618,1.764285564,1.922143579,1.575593829,1.549714327,1.343975306,1.356223226,1.508440852,1.522588491,1.305325508,1.812217236,1.463488936,1.932851315,1.851890802,1.349066973,1.629171729,1.148351669,1.323818922,1.338725805,1.17323637,1.610704392,0.401941176
YLR289W,1.916004539,1.108670473,0.555051088,0.73453325,0.59932667,0.636165619,0.713976145,0.69487983,0.622276068,0.876681626,1.767123342,1.07918787,1.956372023,1.190909147,0.72009027,0.812785387,0.775919735,0.529591858,0.704752207,0.588552892,1.666285753,1.562306881,1.546137452,1.564051628,1.866910815,0.697041452,0.765837073,0.4290061,0.616735518,0.497899204,0.357848525,0.637824416,1.070329666,1.77657485,1.666329622,1.841286182,1.031812644,0.505492725
YLR290C,3.827468872,4.931791782,3.595913649,5.411698818,2.720538855,5.583877563,5.054171085,6.029258251,1.124697328,2.506726742,3.751141787,2.65989852,4.047072411,5.240909576,4.816027164,6.547945023,6.918617249,4.955101967,4.045500278,3.273218155,3.114285707,2.849639654,3.079399109,3.233366489,4.764347076,4.011834145,5.713800907,4.519269943,6.252066135,6.373949528,3.515916586,2.776267052,2.714285851,3.208661318,2.981799603,2.794605494,4.137363046,1.367358373
YLR291C,1.748013616,2.60346818,1.782065868,2.811023712,2.499439001,2.824618578,3.166846991,3.253918409,6.317191124,2.08295989,2.276255608,1.967512727,2.528128624,2.10340929,1.891647935,2.965753317,2.882943153,2.064285755,2.293225288,4.694384575,5.729142666,2.719876528,3.531116009,3.468719006,2.156288385,1.03195262,2.581448078,1.68458426,2.245867729,2.25,2.34028554,8.611865997,4.518681526,2.791338682,2.537916899,2.475103617,2.928646644,1.431802041
YLR292C,1.860385895,1.643930554,1.703745842,1.830146194,1.493827343,1.503268003,1.847237229,2.33751297,3.958837986,2.292601109,3.24885869,2.69340086,1.996555686,1.920454621,1.950338602,1.866438389,2.081382275,2.272449017,1.139534831,2.072354078,3.036571503,2.237899065,2.611588001,2.260178804,2.008547068,2.418934822,2.345022678,2.375253677,1.905991673,2.209033728,1.383095503,4.263287544,3.023077011,2.719488144,3.05864501,2.800829649,2.288075113,0.658745219
YLR293C,8.368899345,4.337572098,9.069239616,7.421822071,9.430976868,6.896513939,7.501625061,8.552769661,28.86319733,9.869956017,15.12785339,12.12893295,11.14236546,6.205681801,8.036117554,6.353881359,5.151616573,7.85816288,6.133467674,18.27537918,15.75428581,12.49639511,15.22532177,10.84607697,9.995116234,6.685207367,7.445701599,6.600405693,5.332644463,7.774159431,9.032931328,29.82200241,14.38571453,13.02362156,16.94742012,15.9221983,10.9448676,5.744966089
YLR294C,23.40522194,23.17687798,29.45857048,19.60517502,17.40067482,11.58060932,13.32610989,11.63427448,11.62469769,15.58408165,29.09703064,21.20507431,24.08036804,24.09204674,21.91083527,15.59589005,14.69453716,13.6428566,12.7896862,11.24298,20.52342796,17.24613762,21.60407639,16.91360474,26.29303932,29.22721863,24.29185486,15.29209042,14.0103302,14.01260567,13.42151451,11.61928272,20.11318779,17.45767593,21.39029312,23.29564095,18.66276609,5.417119906
YLR253W,8.177071571,4.02543354,2.634506226,2.452193499,2.268238068,1.979302764,2.321776628,2.624869347,2.783293009,4.750000477,7.396119118,6.528933525,8.390356064,3.339772701,2.387133121,2.131278515,1.676699996,1.634693861,2.138523579,2.873650074,4.21600008,6.735324383,6.695279121,7.740814686,6.164834976,2.224852085,2.468325853,1.749493003,1.947314024,1.834033728,1.586169124,2.872682095,3.87142849,5.937992096,6.336703777,7.209543228,3.947351012,2.201469481
YLR254C,2.304199696,5.123699665,3.113507271,4.482564926,4.317620754,3.967320442,4.068255424,4.476489067,2.510895967,2.405829668,2.141552687,1.563451767,2.647531748,5.011363983,4.516930103,4.518264771,4.602006435,4.048979282,3.602628708,3.010798931,2.401142836,2.547888756,1.548283339,1.714995027,2.880341768,4.356213093,4.520362377,4.163286209,4.386363506,4.534664154,3.770581961,3.49814558,2.232967138,2.370078802,1.401415586,1.467842221,3.339679546,1.131502416
YLR255C,0.339387059,0.243930638,0.173666298,0.182227239,0.242424265,0.196078435,0.296858042,0.24764891,0.314769983,0.325112134,0.262557089,0.143147215,0.20436281,0.287499994,0.193002254,0.17694065,0.204013377,0.116326526,0.212335676,0.149028078,0.162285715,0.125643656,0.181330472,0.200595841,0.365079373,0.272189349,0.25339368,0.13286005,0.15289256,0.157563031,0.222832054,0.181705803,0.116483524,0.10334646,0.169868544,0.236514494,0.209608369,0.066051625
